SPID,SID,PID,Quantity,Price,ShipDate
665.0,97,977,683,197.54,2012-04-30
666.0,617,126,43,364.65,2013-02-25
667.0,223,298,668,153.42,2015-01-09
668.0,1053,139,56,97.71,2013-08-30
669.0,793,405,137,315.4,2013-01-08
670.0,171,612,401,333.7,2013-11-04
671.0,704,311,9,368.76,2012-05-16
672.0,528,773,678,360.92,2013-04-06
673.0,680,105,300,402.06,2012-11-13
674.0,83,573,34,183.43,2013-06-13
675.0,535,1092,277,100.59,2014-01-02
676.0,1146,1053,5,238.22,2013-10-15
677.0,1102,331,44,477.19,2014-02-16
678.0,945,521,273,145.38,2012-05-04
679.0,216,574,13,342.7,2015-01-07
680.0,757,691,695,352.57,2012-10-31
681.0,410,967,68,388.07,2014-09-30
682.0,491,1038,52,192.42,2013-12-10
683.0,844,913,326,60.25,2014-12-07
684.0,1154,668,247,389.85,2012-01-17
685.0,289,860,621,310.26,2013-04-23
686.0,673,3,445,390.11,2012-02-23
687.0,263,112,212,95.17,2014-03-24
688.0,844,476,671,416.12,2012-03-06
689.0,35,92,231,270.8,2012-11-13
690.0,5,332,188,421.12,2013-10-01
691.0,365,820,394,249.14,2013-03-13
692.0,927,955,65,129.58,2014-02-09
693.0,1096,763,15,99.69,2014-12-01
694.0,957,517,586,390.07,2015-01-04
695.0,338,1064,69,368.59,2012-04-05
696.0,1050,31,8,116.78,2012-04-01
697.0,271,93,37,348.9,2012-03-08
698.0,751,101,190,52.4,2014-09-04
699.0,66,930,442,241.01,2013-11-01
700.0,792,513,72,173.49,2013-12-27
701.0,572,1194,602,342.7,2013-02-23
702.0,273,103,44,406.53,2013-09-15
703.0,320,808,30,225.79,2014-04-24
704.0,235,419,85,335.84,2012-03-18
705.0,1109,887,31,212.24,2012-07-11
706.0,342,332,525,223.84,2012-06-27
707.0,81,76,246,119.25,2012-10-10
708.0,1066,334,2,119.5,2012-12-29
709.0,118,65,602,437.09,2013-03-28
710.0,81,322,539,300.64,2013-07-27
711.0,367,378,117,478.86,2012-02-29
712.0,276,221,39,208.3,2014-10-30
713.0,580,1071,8,258.7,2014-09-20
714.0,45,312,21,321.21,2013-09-16
715.0,298,588,616,136.96,2012-12-06
716.0,77,218,469,70.38,2012-04-12
717.0,624,999,12,434.41,2014-07-17
718.0,98,127,49,234.29,2013-02-23
719.0,477,552,36,52.22,2013-04-03
720.0,708,1113,502,440.49,2014-09-28
721.0,721,253,67,368.23,2012-07-07
722.0,645,102,38,127.35,2013-05-25
723.0,859,291,149,273.88,2012-01-04
724.0,272,487,11,330.84,2013-07-31
725.0,707,923,37,222.64,2013-03-27
726.0,517,134,19,436.59,2012-03-29
727.0,1098,1163,32,87.51,2013-09-28
728.0,756,1165,69,292.83,2012-09-23
729.0,262,365,43,134.47,2012-12-31
730.0,1050,162,67,454.51,2014-07-12
731.0,688,600,12,485.37,2012-05-08
732.0,1020,406,10,179.14,2012-07-05
733.0,671,885,35,225.34,2013-08-21
734.0,364,243,692,167.05,2014-12-15
735.0,798,677,457,404.12,2012-01-04
736.0,14,981,561,307.29,2012-01-17
737.0,929,172,336,208.51,2015-01-07
738.0,575,847,36,91.79,2014-09-13
739.0,244,88,58,347.39,2013-07-24
740.0,449,281,650,341.81,2014-01-28
741.0,245,1070,27,84.16,2012-07-03
742.0,10,209,235,24.38,2014-03-13
743.0,474,171,1,413.08,2012-10-24
744.0,152,670,44,376.7,2015-01-01
745.0,416,839,30,365.4,2013-04-14
746.0,334,524,164,284.44,2012-12-01
747.0,1128,490,445,493.62,2013-05-18
748.0,168,1196,412,496.24,2012-09-29
749.0,492,105,340,34.12,2015-01-19
750.0,676,882,380,261.75,2012-04-24
751.0,467,926,50,212.24,2012-11-27
752.0,1134,223,31,248.48,2013-10-10
753.0,36,1172,394,242.68,2013-09-05
754.0,644,191,25,343.09,2013-11-05
755.0,311,625,127,103.66,2012-06-05
756.0,1084,1150,27,319.58,2013-11-06
757.0,463,845,22,140.35,2012-02-08
758.0,103,414,53,320.2,2014-11-14
759.0,333,126,55,117.73,2013-06-11
760.0,624,613,83,449.84,2014-07-23
761.0,1177,220,176,156.12,2012-11-12
762.0,539,908,484,188.44,2014-05-29
763.0,961,733,63,186.2,2014-07-20
764.0,1108,350,20,252.74,2014-04-19
765.0,146,393,575,35.65,2013-12-24
766.0,398,243,112,484.17,2014-01-21
767.0,73,64,461,38.04,2012-03-01
768.0,411,216,18,466.15,2013-09-13
769.0,1041,535,46,265.34,2014-12-17
770.0,321,549,645,317.09,2012-04-15
772.0,528,967,61,161.78,2012-04-25
773.0,894,368,289,267.1,2013-01-05
774.0,970,296,52,405.42,2012-12-01
775.0,657,44,352,260.25,2013-02-09
776.0,1058,493,70,110.32,2013-05-03
777.0,559,520,16,110.46,2014-12-05
778.0,374,657,425,407.03,2015-01-22
779.0,642,1059,673,437.23,2014-05-30
780.0,202,756,454,478.65,2013-02-16
781.0,950,550,63,176.33,2012-06-09
782.0,291,704,147,469.44,2012-12-16
783.0,198,792,19,83.48,2013-02-13
784.0,353,819,509,477.56,2012-02-25
785.0,573,647,42,435.73,2012-12-22
786.0,1177,64,325,433.2,2013-11-01
787.0,184,306,108,296.27,2012-05-19
788.0,529,78,17,486.19,2014-11-12
789.0,586,687,16,418.78,2014-02-15
790.0,178,860,479,192.98,2013-02-28
791.0,1193,451,200,153.49,2012-12-20
792.0,1038,1087,27,125.12,2012-07-22
793.0,1199,84,380,65.09,2012-08-29
794.0,520,623,56,428.62,2012-11-04
795.0,15,85,13,342.92,2012-01-20
796.0,49,545,578,17.9,2013-06-27
797.0,82,451,51,299.38,2012-10-08
798.0,491,1163,26,441.38,2013-02-27
799.0,253,432,329,440.21,2012-06-06
800.0,32,1182,26,203.74,2013-06-16
801.0,80,306,258,255.59,2012-02-02
802.0,573,366,67,392.1,2014-04-09
803.0,653,287,5,67.27,2014-01-24
804.0,113,474,646,430.63,2014-12-19
805.0,428,801,267,75.97,2013-09-22
806.0,801,775,8,207.91,2012-02-29
807.0,896,1112,25,371.31,2012-06-29
808.0,936,1198,41,434.49,2013-07-16
809.0,553,815,59,276.63,2014-03-24
810.0,586,787,335,41.44,2014-07-15
811.0,93,645,426,330.35,2014-05-04
812.0,939,218,395,177.65,2012-05-08
813.0,598,357,692,255.99,2013-04-30
814.0,198,784,203,76.44,2012-09-20
815.0,342,248,57,213.86,2012-11-02
816.0,19,346,492,436.76,2014-10-13
817.0,723,1172,429,197.59,2014-07-05
818.0,834,226,42,32.73,2012-08-31
819.0,770,424,51,306.45,2013-08-29
820.0,527,679,34,415.27,2012-09-21
821.0,894,255,61,426.21,2014-09-02
822.0,565,308,497,223.26,2012-02-27
823.0,955,190,68,72.64,2012-12-05
824.0,26,226,660,352.93,2012-02-17
825.0,63,741,628,420.4,2012-12-06
826.0,756,207,13,467.77,2012-03-15
827.0,35,1045,278,358.8,2014-03-28
828.0,1141,378,171,283.41,2013-01-10
829.0,144,1052,574,454.58,2012-02-03
830.0,130,1094,28,30.65,2014-12-29
831.0,560,1021,25,269.72,2014-04-18
832.0,822,67,27,464.38,2013-09-09
833.0,1138,784,270,221.74,2012-04-05
834.0,432,1113,1,154.26,2012-03-08
835.0,797,20,692,178.04,2015-02-04
836.0,982,843,59,132.95,2012-07-10
837.0,1053,661,545,102.65,2013-12-08
838.0,531,527,63,255.66,2014-03-31
839.0,918,891,65,32.03,2012-03-25
840.0,1185,884,91,473.74,2014-01-04
841.0,4,315,49,73.02,2014-03-29
842.0,998,190,24,183.88,2012-02-09
843.0,1170,860,283,400.87,2012-09-04
844.0,976,901,647,159.43,2013-08-22
845.0,193,842,90,302.21,2012-09-12
846.0,1168,531,200,276.67,2012-02-26
847.0,9,129,439,308.35,2012-01-31
848.0,353,216,18,112.58,2013-01-29
849.0,26,851,553,260.43,2014-11-12
850.0,203,892,448,134.03,2013-04-14
851.0,1092,252,95,196.46,2014-05-12
852.0,982,101,117,170.09,2013-01-06
853.0,456,735,28,441.14,2012-09-20
854.0,358,914,364,387.15,2013-08-04
855.0,1191,588,116,141.86,2013-12-02
856.0,268,423,1,270.93,2013-04-19
857.0,362,505,673,275.64,2014-03-18
858.0,626,377,57,472.43,2014-10-14
859.0,107,10,438,203.0,2014-04-06
860.0,65,653,14,484.08,2013-11-28
861.0,99,348,623,22.85,2012-11-12
862.0,139,594,459,451.81,2013-06-11
863.0,1177,1096,60,84.24,2014-10-11
864.0,1115,296,65,126.22,2014-03-02
865.0,350,590,51,214.12,2015-01-20
866.0,1093,306,246,97.52,2013-01-04
867.0,73,1064,46,156.51,2012-02-28
868.0,928,329,343,420.57,2014-06-28
869.0,587,722,429,417.1,2013-12-21
870.0,315,424,48,209.78,2013-06-01
871.0,169,383,3,165.74,2012-07-12
872.0,956,1067,49,73.77,2014-12-17
873.0,987,557,12,260.11,2014-02-11
874.0,595,982,49,420.57,2012-02-29
875.0,1036,583,57,85.68,2013-09-28
876.0,609,920,22,17.0,2013-12-30
877.0,975,700,533,117.8,2014-02-10
878.0,959,918,2,361.59,2014-12-10
879.0,956,384,212,264.99,2013-06-16
880.0,365,601,284,34.38,2013-02-27
881.0,1130,610,656,482.36,2014-10-03
882.0,214,23,4,300.78,2012-04-23
883.0,771,854,22,141.0,2015-01-15
884.0,91,326,22,494.19,2014-03-05
885.0,540,121,280,159.76,2014-09-25
886.0,259,77,6,36.41,2014-02-28
887.0,392,533,1,458.54,2014-03-31
888.0,461,919,22,494.93,2014-04-03
889.0,762,947,427,396.9,2013-09-16
890.0,1145,86,16,94.26,2013-12-03
891.0,277,265,22,230.06,2014-08-17
892.0,1006,403,321,393.42,2014-04-01
893.0,417,1078,39,73.76,2013-02-17
894.0,120,319,26,66.9,2012-08-09
895.0,638,657,219,474.99,2012-12-14
896.0,309,517,10,172.37,2013-09-07
898.0,742,43,65,138.16,2013-05-10
899.0,1199,142,45,446.6,2012-10-11
900.0,1021,335,68,28.89,2012-11-29
901.0,129,53,50,285.57,2014-04-10
902.0,81,945,467,69.62,2012-03-27
903.0,353,558,45,79.57,2014-06-14
904.0,934,1072,461,188.73,2014-03-13
905.0,1187,266,634,317.12,2014-01-07
906.0,856,330,381,376.08,2012-10-23
907.0,166,960,33,20.14,2013-08-06
908.0,638,881,433,152.17,2012-11-04
909.0,729,824,23,188.81,2012-12-11
910.0,318,1088,35,354.19,2013-06-02
911.0,376,753,445,295.56,2012-05-15
912.0,589,487,20,31.88,2014-08-13
913.0,432,16,349,462.84,2013-09-23
914.0,489,715,62,436.47,2014-11-16
915.0,150,278,24,357.16,2013-05-15
916.0,960,1079,44,421.06,2012-12-06
918.0,191,841,120,237.32,2012-09-11
919.0,996,465,594,359.38,2012-05-18
920.0,253,117,311,133.32,2012-09-20
921.0,557,847,44,86.12,2013-03-25
922.0,314,78,37,366.74,2012-06-09
923.0,853,1094,55,443.4,2014-02-13
924.0,658,177,700,97.4,2013-04-21
925.0,59,979,278,331.77,2015-02-02
926.0,1081,479,44,383.57,2015-01-14
927.0,691,500,592,227.6,2012-09-16
928.0,989,138,419,35.48,2013-12-22
929.0,988,191,18,170.44,2013-12-17
931.0,197,716,516,242.13,2013-01-13
932.0,1104,401,454,206.54,2014-06-05
933.0,309,876,474,51.88,2012-10-17
934.0,969,279,66,335.15,2013-10-31
935.0,743,474,669,435.32,2013-05-28
936.0,795,599,44,348.2,2012-06-17
937.0,290,982,20,460.88,2012-07-23
938.0,1086,990,26,481.14,2012-09-01
939.0,527,399,23,28.13,2014-09-04
940.0,130,74,478,188.28,2012-06-27
941.0,137,264,51,119.28,2013-05-09
942.0,573,119,35,156.99,2013-02-11
943.0,319,566,21,172.77,2012-04-05
944.0,245,544,648,489.5,2013-12-14
945.0,849,775,44,315.33,2014-11-07
946.0,1054,319,29,331.42,2013-04-20
947.0,530,126,40,419.78,2014-05-10
948.0,973,1170,632,165.94,2014-03-27
949.0,887,203,63,296.16,2013-06-07
950.0,15,703,31,304.3,2013-06-03
951.0,29,1042,85,165.6,2012-01-14
952.0,974,940,580,59.63,2012-04-21
953.0,916,1097,300,353.69,2012-08-15
954.0,596,531,370,81.78,2012-08-01
955.0,401,648,61,290.05,2013-03-18
956.0,9,1123,372,426.47,2012-09-19
957.0,1111,335,43,43.87,2013-11-09
958.0,115,812,600,27.51,2012-05-30
959.0,790,566,13,270.68,2013-01-01
960.0,362,1049,151,391.91,2013-04-08
961.0,465,776,34,468.37,2015-01-12
962.0,577,1144,61,168.06,2012-01-22
963.0,1032,289,608,160.74,2012-05-18
964.0,17,627,570,175.84,2012-03-28
965.0,673,224,655,36.25,2013-01-28
966.0,308,93,48,24.18,2012-10-20
967.0,897,51,239,281.38,2012-09-20
968.0,346,275,504,479.86,2013-12-25
969.0,611,1163,24,95.21,2012-11-28
970.0,855,270,5,336.14,2013-01-21
971.0,727,776,55,457.78,2015-01-22
972.0,257,899,491,387.17,2013-02-26
973.0,992,75,11,231.46,2014-01-14
974.0,99,866,416,332.88,2014-04-02
975.0,506,520,38,183.89,2013-08-13
976.0,873,195,298,129.05,2013-08-29
977.0,543,631,12,222.66,2013-03-11
978.0,759,449,12,121.96,2013-05-13
979.0,1193,985,686,31.51,2012-05-16
980.0,273,1114,554,148.05,2013-11-15
981.0,217,608,39,375.41,2012-10-25
982.0,726,973,37,345.98,2012-10-20
983.0,962,144,507,375.21,2014-09-01
984.0,412,506,431,334.87,2014-11-22
985.0,799,226,677,165.29,2012-10-16
986.0,563,425,359,181.47,2013-11-08
988.0,499,1056,159,264.85,2013-04-18
989.0,913,641,84,172.14,2012-05-14
990.0,934,748,657,47.35,2015-01-04
991.0,855,151,62,346.55,2014-12-06
992.0,696,684,297,431.53,2012-11-15
993.0,826,719,11,289.03,2014-08-26
994.0,1121,717,63,79.63,2014-10-26
995.0,1075,740,487,362.71,2013-09-04
996.0,548,704,123,492.8,2014-03-17
997.0,527,830,8,236.39,2014-07-16
998.0,885,496,125,411.4,2013-10-02
999.0,139,310,59,475.16,2013-07-28
1000.0,575,1157,427,467.51,2014-10-13
1001.0,32,382,32,251.54,2013-03-27
1002.0,984,885,550,181.36,2012-08-26
1003.0,235,1156,112,403.57,2014-07-31
1004.0,207,1134,69,194.93,2012-01-26
1005.0,641,678,24,450.7,2013-09-23
1006.0,71,131,523,458.42,2012-08-27
1007.0,1144,79,38,128.12,2013-06-17
1008.0,1176,660,37,214.37,2013-02-09
1009.0,955,675,466,131.41,2012-10-26
1010.0,1120,108,459,294.22,2014-09-25
1011.0,315,1062,52,149.77,2013-11-05
1012.0,592,391,55,290.25,2012-06-17
1013.0,804,63,9,354.82,2013-07-20
1014.0,533,358,51,325.14,2013-07-30
1015.0,116,691,80,333.3,2014-03-30
1016.0,361,937,605,244.19,2014-10-02
1017.0,68,846,55,440.55,2013-11-27
1018.0,932,942,6,150.59,2014-11-28
1019.0,969,1066,6,384.9,2014-07-21
1020.0,933,294,42,296.38,2012-04-26
1021.0,873,625,700,405.19,2012-09-10
1022.0,698,972,531,431.34,2013-10-15
1023.0,1145,319,52,465.48,2014-06-06
1025.0,1053,445,32,108.03,2012-06-06
1026.0,242,524,147,188.43,2013-11-01
1027.0,1137,24,47,38.23,2012-08-07
1028.0,303,597,619,16.34,2014-05-30
1029.0,1163,564,367,192.97,2014-05-06
1030.0,1052,274,464,406.38,2012-02-12
1031.0,962,1134,18,21.97,2012-06-10
1032.0,170,400,301,275.45,2015-01-06
1033.0,1197,990,50,480.02,2013-06-22
1034.0,494,161,199,134.12,2013-05-24
1035.0,896,356,27,306.39,2013-08-02
1036.0,215,304,318,180.49,2012-10-21
1037.0,101,153,83,366.49,2014-03-26
1038.0,1039,876,13,430.42,2014-10-09
1039.0,465,479,42,169.29,2013-05-31
1040.0,538,57,149,479.93,2013-02-06
1041.0,94,813,38,172.76,2013-10-27
1042.0,399,77,63,139.03,2014-08-04
1043.0,302,413,57,327.66,2012-08-17
1044.0,381,440,47,374.54,2013-03-23
1045.0,1153,584,46,189.6,2013-10-09
1046.0,825,191,65,208.22,2014-03-18
1047.0,239,355,176,128.42,2014-10-23
1048.0,617,363,35,101.54,2013-01-16
1049.0,494,201,386,86.83,2014-04-14
1050.0,959,110,31,455.16,2014-12-17
1051.0,273,605,56,174.42,2014-03-22
1052.0,376,312,34,474.77,2014-05-09
1053.0,923,352,562,38.2,2013-05-01
1054.0,1149,66,630,105.48,2014-08-20
1055.0,574,236,267,55.85,2013-11-14
1056.0,938,731,33,486.12,2012-05-12
1057.0,882,201,202,243.06,2013-06-01
1058.0,714,266,14,276.35,2013-07-23
1059.0,193,334,2,159.06,2014-12-11
1060.0,416,761,264,424.09,2014-02-01
1061.0,962,356,671,197.57,2012-11-03
1062.0,29,343,69,421.06,2013-12-29
1063.0,55,573,38,146.55,2014-12-29
1064.0,356,1137,285,437.02,2014-02-15
1065.0,274,214,62,420.15,2015-01-22
1066.0,802,944,148,113.78,2012-02-10
1067.0,506,536,7,272.87,2014-03-02
1068.0,13,878,35,96.88,2014-07-07
1069.0,63,1092,338,420.12,2012-02-14
1070.0,211,529,59,33.51,2014-02-02
1071.0,386,977,13,335.66,2012-01-09
1072.0,1052,523,51,210.54,2013-12-26
1073.0,297,394,9,172.66,2012-07-04
1074.0,675,159,19,363.51,2012-08-24
1075.0,492,1001,123,299.82,2013-05-13
1076.0,509,642,613,98.33,2013-12-26
1077.0,629,803,658,39.47,2012-02-26
1078.0,78,1035,11,144.54,2014-02-17
1079.0,804,582,29,204.9,2012-12-09
1080.0,951,474,674,380.92,2012-01-25
1081.0,108,1106,92,252.75,2012-11-28
1082.0,860,640,613,102.83,2012-07-09
1083.0,1096,452,503,245.54,2012-09-06
1084.0,460,35,314,388.64,2012-10-24
1085.0,377,857,64,41.37,2014-12-06
1086.0,1008,242,394,493.35,2013-02-12
1087.0,658,862,50,330.29,2012-03-31
1088.0,17,837,245,98.6,2014-03-07
1089.0,882,1177,467,358.93,2012-03-31
1090.0,233,400,231,434.39,2014-01-15
1091.0,752,522,247,233.22,2013-11-15
1092.0,1084,197,85,273.79,2013-05-23
1093.0,1140,729,290,98.48,2012-03-06
1094.0,495,983,4,391.45,2012-12-16
1095.0,1100,285,19,235.92,2012-03-13
1096.0,823,180,141,390.44,2014-02-18
1097.0,747,154,374,251.53,2014-06-22
1098.0,487,915,486,233.47,2012-02-14
1099.0,1179,677,635,54.87,2012-09-29
1100.0,857,493,70,479.27,2014-04-06
1101.0,151,736,118,108.57,2013-12-04
1102.0,558,408,52,348.15,2013-09-28
1103.0,692,1190,51,469.6,2012-03-27
1104.0,864,857,165,305.31,2012-11-18
1105.0,1068,915,72,468.98,2012-11-17
1106.0,676,326,9,117.82,2013-01-18
1107.0,583,1152,522,71.72,2015-01-03
1108.0,897,33,352,345.54,2014-09-01
1109.0,1160,957,34,107.79,2012-11-16
1110.0,996,236,538,371.76,2014-01-15
1111.0,586,635,42,313.91,2012-07-15
1112.0,584,54,45,363.66,2014-03-13
1113.0,79,639,24,160.77,2014-07-16
1114.0,223,1124,517,113.47,2014-04-15
1115.0,514,87,50,477.97,2013-02-21
1116.0,450,329,563,35.72,2014-09-11
1117.0,445,265,471,415.73,2014-02-24
1118.0,222,1156,437,498.23,2014-08-17
1119.0,286,284,413,282.44,2012-04-04
1120.0,305,937,600,68.87,2013-09-13
1121.0,410,259,431,192.14,2013-02-23
1122.0,168,155,46,294.28,2014-08-14
1123.0,366,293,179,361.75,2014-07-29
1124.0,115,113,434,335.62,2012-10-26
1125.0,487,619,42,269.64,2014-10-13
1126.0,125,175,17,499.99,2013-06-08
1127.0,692,725,316,106.92,2013-02-23
1128.0,262,251,24,206.04,2014-07-17
1129.0,579,1142,48,472.12,2013-11-20
1130.0,520,1117,15,13.68,2014-11-05
1131.0,633,343,3,98.9,2014-05-06
1132.0,1056,898,428,400.15,2012-03-16
1133.0,25,983,9,154.01,2012-11-12
1134.0,529,1135,66,175.35,2012-12-13
1135.0,21,1076,604,466.59,2013-08-24
1136.0,764,1077,445,84.41,2014-09-03
1137.0,1017,816,399,190.71,2014-02-15
1138.0,1120,1149,45,370.85,2014-04-14
1139.0,1166,921,374,475.77,2013-06-21
1140.0,780,939,32,49.8,2013-09-19
1141.0,541,323,456,128.38,2012-07-12
1142.0,199,1038,24,438.04,2012-01-25
1143.0,608,913,525,443.94,2012-07-31
1144.0,147,983,40,155.8,2013-04-23
1145.0,663,745,237,459.15,2012-03-01
1146.0,446,484,584,353.23,2012-07-31
1147.0,1027,821,57,470.42,2013-05-13
1148.0,941,641,409,192.05,2014-05-11
1149.0,97,1059,216,93.86,2013-09-08
1150.0,318,825,245,90.43,2012-01-17
1151.0,524,1117,22,151.66,2014-01-09
1152.0,314,177,513,144.89,2012-12-30
1153.0,119,959,4,194.58,2014-04-19
1154.0,513,962,555,237.93,2012-08-08
1155.0,947,602,685,476.01,2014-02-08
1156.0,599,1084,42,261.72,2012-07-18
1157.0,588,813,14,214.73,2012-07-21
1158.0,951,998,15,495.2,2014-01-05
1159.0,123,364,115,283.42,2012-02-24
1160.0,310,1021,6,212.3,2012-05-17
1161.0,726,869,223,195.86,2013-07-13
1162.0,557,280,66,465.08,2015-01-21
1163.0,442,257,245,107.71,2014-04-12
1164.0,256,843,52,140.69,2013-05-26
1165.0,1010,1114,9,345.07,2012-02-07
1166.0,1058,927,36,472.18,2013-11-06
1167.0,538,68,332,369.9,2012-10-12
1168.0,498,533,175,184.18,2014-01-22
1169.0,496,389,226,50.0,2013-07-26
1170.0,442,286,42,433.28,2014-05-16
1171.0,170,721,439,358.88,2014-08-16
1172.0,424,272,329,225.02,2014-03-06
1173.0,908,692,512,480.05,2014-02-14
1174.0,703,421,330,381.61,2012-03-22
1175.0,153,1066,366,432.28,2014-09-28
1176.0,546,317,18,275.06,2014-03-02
1177.0,816,641,691,203.73,2013-06-08
1178.0,326,719,37,386.01,2012-10-09
1179.0,592,645,178,374.65,2013-05-15
1180.0,164,627,697,79.48,2013-02-15
1181.0,406,824,9,227.37,2014-01-04
1182.0,782,140,581,332.31,2012-06-07
1183.0,420,251,43,378.81,2014-12-10
1184.0,315,569,302,140.93,2012-11-14
1185.0,597,327,25,282.49,2015-01-11
1186.0,839,801,335,423.9,2013-11-04
1187.0,951,194,651,470.2,2014-02-18
1188.0,64,498,613,61.47,2014-11-15
1189.0,715,1035,5,164.17,2013-10-13
1190.0,594,477,61,108.2,2012-07-13
1191.0,130,448,645,343.28,2014-03-20
1192.0,1050,722,370,31.75,2014-03-19
1193.0,395,837,388,449.7,2014-11-18
1194.0,92,378,500,461.56,2014-11-11
1195.0,161,162,581,197.96,2013-04-21
1196.0,141,888,16,36.26,2013-08-16
1197.0,670,972,236,407.27,2014-05-04
1198.0,936,578,349,479.52,2013-04-23
1199.0,246,962,77,197.8,2014-03-18
1200.0,219,26,44,72.33,2014-05-05
1201.0,273,528,28,82.83,2014-09-15
1202.0,105,861,11,345.39,2012-06-01
1203.0,555,873,68,351.15,2012-07-25
1204.0,843,53,50,361.89,2014-06-04
1205.0,820,770,88,434.43,2012-10-30
1206.0,907,1124,344,141.13,2013-10-24
1207.0,1158,592,163,230.46,2014-09-22
1208.0,595,593,413,124.41,2012-06-10
1209.0,557,1090,449,422.27,2012-04-20
1210.0,1065,315,70,122.67,2014-05-15
1211.0,1094,24,58,401.87,2013-08-16
1212.0,181,118,47,169.64,2014-11-09
1213.0,339,436,241,440.24,2012-04-07
1214.0,587,739,290,329.37,2012-04-11
1215.0,33,320,586,473.8,2013-06-13
1216.0,355,613,669,330.53,2012-06-02
1217.0,420,401,329,32.59,2012-03-11
1218.0,467,30,20,226.7,2014-08-09
1219.0,295,387,139,215.89,2013-05-13
1220.0,18,386,3,422.47,2013-03-30
1221.0,558,1089,421,270.83,2012-01-22
1222.0,735,667,10,384.41,2012-07-03
1223.0,481,107,23,198.85,2013-06-26
1224.0,660,405,158,443.29,2013-10-18
1225.0,373,772,568,281.16,2013-04-02
1226.0,1169,164,682,255.39,2014-12-04
1227.0,44,56,68,238.48,2013-04-16
1228.0,105,741,116,90.25,2012-06-03
1229.0,1085,822,55,16.48,2012-12-05
1230.0,736,350,18,102.04,2012-01-10
1231.0,867,1069,33,405.54,2012-09-18
1232.0,820,140,518,274.43,2012-01-16
1233.0,929,275,393,102.66,2014-01-04
1234.0,1163,527,60,94.66,2014-09-24
1235.0,1078,485,438,422.97,2012-05-14
1236.0,1141,812,138,240.48,2014-06-13
1237.0,1123,241,559,210.69,2014-05-21
1238.0,540,188,338,77.27,2013-02-16
1239.0,128,357,75,394.49,2012-04-17
1240.0,1029,1025,198,384.09,2013-04-02
1241.0,1049,410,65,48.42,2014-07-06
1242.0,577,1075,257,155.06,2012-09-11
1243.0,470,392,36,64.45,2012-10-25
1244.0,91,146,565,264.18,2013-08-05
1245.0,516,707,209,425.34,2012-02-29
1246.0,159,542,41,351.53,2014-06-01
1247.0,1138,872,16,391.59,2014-03-24
1248.0,1098,621,40,53.43,2014-12-03
1249.0,674,728,63,240.99,2014-01-09
1250.0,473,703,12,108.01,2013-08-14
1251.0,120,351,69,446.71,2013-12-22
1252.0,163,275,395,190.03,2013-11-16
1253.0,430,1153,364,428.31,2014-05-28
1254.0,1084,415,70,209.56,2014-12-29
1255.0,438,365,29,109.07,2013-04-04
1256.0,947,47,70,119.96,2014-11-03
1257.0,910,15,41,269.71,2013-10-21
1258.0,981,1017,352,466.44,2013-10-29
1259.0,406,858,206,384.07,2013-03-18
1260.0,168,117,529,125.85,2014-04-12
1261.0,272,935,4,471.59,2014-09-09
1262.0,122,1085,46,376.98,2013-04-07
1263.0,761,255,68,440.65,2014-12-17
1264.0,276,1152,326,35.35,2012-03-20
1265.0,1194,958,9,313.46,2012-07-15
1266.0,546,851,675,31.59,2012-03-08
1267.0,1174,79,5,336.22,2015-01-31
1268.0,456,586,342,469.31,2012-12-06
1269.0,910,936,11,259.824016013485,2013-07-30
1270.0,228,837,210,402.7,2013-12-08
1271.0,1155,983,10,338.3,2013-04-24
1272.0,933,613,590,468.61,2013-07-03
1273.0,1020,986,364,431.54,2012-07-10
1274.0,1060,481,76,423.31,2012-07-19
1275.0,43,644,472,187.14,2012-12-19
1276.0,170,651,7,322.27,2012-01-26
1277.0,639,138,280,37.0,2012-10-31
1278.0,5,261,655,116.23,2012-10-16
1279.0,350,1122,121,176.86,2013-02-11
1280.0,1077,896,339,455.6,2012-07-17
1281.0,698,837,81,406.16,2014-11-30
1282.0,117,876,105,494.2,2013-10-16
1283.0,775,397,55,81.21,2013-01-12
1284.0,995,665,314,150.63,2014-07-16
1285.0,12,1093,499,139.94,2013-03-29
1286.0,1171,925,35,330.42,2012-01-18
